label,image_path
0,resized_train_data/isbi2025_ps3c_train_image_55650.png
2,resized_train_data/isbi2025_ps3c_train_image_19664.png
0,resized_train_data/isbi2025_ps3c_train_image_70990.png
0,resized_train_data/isbi2025_ps3c_train_image_41358.png
0,resized_train_data/isbi2025_ps3c_train_image_47113.png
0,resized_train_data/isbi2025_ps3c_train_image_52394.png
0,resized_train_data/isbi2025_ps3c_train_image_35570.png
0,resized_train_data/isbi2025_ps3c_train_image_71770.png
2,resized_train_data/isbi2025_ps3c_train_image_04021.png
0,resized_train_data/isbi2025_ps3c_train_image_74326.png
0,resized_train_data/isbi2025_ps3c_train_image_70623.png
1,resized_train_data/isbi2025_ps3c_train_image_83520.png
0,resized_train_data/isbi2025_ps3c_train_image_80552.png
0,resized_train_data/isbi2025_ps3c_train_image_80655.png
0,resized_train_data/isbi2025_ps3c_train_image_72252.png
0,resized_train_data/isbi2025_ps3c_train_image_67311.png
2,resized_train_data/isbi2025_ps3c_train_image_07426.png
2,resized_train_data/isbi2025_ps3c_train_image_05146.png
2,resized_train_data/isbi2025_ps3c_train_image_07516.png
0,resized_train_data/isbi2025_ps3c_train_image_65486.png
2,resized_train_data/isbi2025_ps3c_train_image_13175.png
0,resized_train_data/isbi2025_ps3c_train_image_58236.png
0,resized_train_data/isbi2025_ps3c_train_image_48279.png
2,resized_train_data/isbi2025_ps3c_train_image_19982.png
2,resized_train_data/isbi2025_ps3c_train_image_08475.png
0,resized_train_data/isbi2025_ps3c_train_image_79341.png
0,resized_train_data/isbi2025_ps3c_train_image_80557.png
2,resized_train_data/isbi2025_ps3c_train_image_13673.png
2,resized_train_data/isbi2025_ps3c_train_image_09893.png
2,resized_train_data/isbi2025_ps3c_train_image_07011.png
2,resized_train_data/isbi2025_ps3c_train_image_18701.png
0,resized_train_data/isbi2025_ps3c_train_image_35415.png
1,resized_train_data/isbi2025_ps3c_train_image_84894.png
3,resized_train_data/isbi2025_ps3c_train_image_03106.png
1,resized_train_data/isbi2025_ps3c_train_image_84267.png
0,resized_train_data/isbi2025_ps3c_train_image_68592.png
2,resized_train_data/isbi2025_ps3c_train_image_32333.png
0,resized_train_data/isbi2025_ps3c_train_image_34941.png
0,resized_train_data/isbi2025_ps3c_train_image_40748.png
0,resized_train_data/isbi2025_ps3c_train_image_55356.png
0,resized_train_data/isbi2025_ps3c_train_image_43408.png
0,resized_train_data/isbi2025_ps3c_train_image_60951.png
2,resized_train_data/isbi2025_ps3c_train_image_12251.png
0,resized_train_data/isbi2025_ps3c_train_image_82008.png
0,resized_train_data/isbi2025_ps3c_train_image_79375.png
3,resized_train_data/isbi2025_ps3c_train_image_00252.png
3,resized_train_data/isbi2025_ps3c_train_image_00396.png
0,resized_train_data/isbi2025_ps3c_train_image_49861.png
0,resized_train_data/isbi2025_ps3c_train_image_41622.png
2,resized_train_data/isbi2025_ps3c_train_image_10170.png
0,resized_train_data/isbi2025_ps3c_train_image_75674.png
0,resized_train_data/isbi2025_ps3c_train_image_63288.png
0,resized_train_data/isbi2025_ps3c_train_image_80976.png
0,resized_train_data/isbi2025_ps3c_train_image_55649.png
0,resized_train_data/isbi2025_ps3c_train_image_80569.png
0,resized_train_data/isbi2025_ps3c_train_image_73775.png
0,resized_train_data/isbi2025_ps3c_train_image_58140.png
0,resized_train_data/isbi2025_ps3c_train_image_65393.png
0,resized_train_data/isbi2025_ps3c_train_image_63427.png
0,resized_train_data/isbi2025_ps3c_train_image_34667.png
2,resized_train_data/isbi2025_ps3c_train_image_29244.png
0,resized_train_data/isbi2025_ps3c_train_image_40441.png
2,resized_train_data/isbi2025_ps3c_train_image_16519.png
3,resized_train_data/isbi2025_ps3c_train_image_02980.png
0,resized_train_data/isbi2025_ps3c_train_image_42467.png
0,resized_train_data/isbi2025_ps3c_train_image_48403.png
2,resized_train_data/isbi2025_ps3c_train_image_21617.png
0,resized_train_data/isbi2025_ps3c_train_image_60486.png
0,resized_train_data/isbi2025_ps3c_train_image_56068.png
0,resized_train_data/isbi2025_ps3c_train_image_81094.png
0,resized_train_data/isbi2025_ps3c_train_image_72009.png
2,resized_train_data/isbi2025_ps3c_train_image_20417.png
1,resized_train_data/isbi2025_ps3c_train_image_83155.png
0,resized_train_data/isbi2025_ps3c_train_image_65659.png
2,resized_train_data/isbi2025_ps3c_train_image_16062.png
2,resized_train_data/isbi2025_ps3c_train_image_08216.png
2,resized_train_data/isbi2025_ps3c_train_image_23049.png
0,resized_train_data/isbi2025_ps3c_train_image_36779.png
3,resized_train_data/isbi2025_ps3c_train_image_02941.png
2,resized_train_data/isbi2025_ps3c_train_image_26151.png
2,resized_train_data/isbi2025_ps3c_train_image_11052.png
2,resized_train_data/isbi2025_ps3c_train_image_22396.png
2,resized_train_data/isbi2025_ps3c_train_image_07330.png
2,resized_train_data/isbi2025_ps3c_train_image_19277.png
2,resized_train_data/isbi2025_ps3c_train_image_16161.png
2,resized_train_data/isbi2025_ps3c_train_image_13562.png
2,resized_train_data/isbi2025_ps3c_train_image_05369.png
2,resized_train_data/isbi2025_ps3c_train_image_29737.png
2,resized_train_data/isbi2025_ps3c_train_image_19895.png
2,resized_train_data/isbi2025_ps3c_train_image_08498.png
2,resized_train_data/isbi2025_ps3c_train_image_31291.png
2,resized_train_data/isbi2025_ps3c_train_image_24400.png
0,resized_train_data/isbi2025_ps3c_train_image_79749.png
2,resized_train_data/isbi2025_ps3c_train_image_24043.png
0,resized_train_data/isbi2025_ps3c_train_image_47862.png
0,resized_train_data/isbi2025_ps3c_train_image_56804.png
0,resized_train_data/isbi2025_ps3c_train_image_57662.png
0,resized_train_data/isbi2025_ps3c_train_image_48145.png
0,resized_train_data/isbi2025_ps3c_train_image_75290.png
0,resized_train_data/isbi2025_ps3c_train_image_65309.png
2,resized_train_data/isbi2025_ps3c_train_image_15683.png
2,resized_train_data/isbi2025_ps3c_train_image_26486.png
0,resized_train_data/isbi2025_ps3c_train_image_60327.png
0,resized_train_data/isbi2025_ps3c_train_image_37196.png
2,resized_train_data/isbi2025_ps3c_train_image_09527.png
2,resized_train_data/isbi2025_ps3c_train_image_29012.png
0,resized_train_data/isbi2025_ps3c_train_image_48890.png
0,resized_train_data/isbi2025_ps3c_train_image_65119.png
2,resized_train_data/isbi2025_ps3c_train_image_23324.png
2,resized_train_data/isbi2025_ps3c_train_image_25499.png
0,resized_train_data/isbi2025_ps3c_train_image_49710.png
0,resized_train_data/isbi2025_ps3c_train_image_71249.png
2,resized_train_data/isbi2025_ps3c_train_image_31396.png
2,resized_train_data/isbi2025_ps3c_train_image_16883.png
0,resized_train_data/isbi2025_ps3c_train_image_54709.png
0,resized_train_data/isbi2025_ps3c_train_image_55957.png
1,resized_train_data/isbi2025_ps3c_train_image_83579.png
0,resized_train_data/isbi2025_ps3c_train_image_65667.png
0,resized_train_data/isbi2025_ps3c_train_image_42044.png
0,resized_train_data/isbi2025_ps3c_train_image_58130.png
2,resized_train_data/isbi2025_ps3c_train_image_18631.png
2,resized_train_data/isbi2025_ps3c_train_image_18192.png
0,resized_train_data/isbi2025_ps3c_train_image_38212.png
2,resized_train_data/isbi2025_ps3c_train_image_26504.png
2,resized_train_data/isbi2025_ps3c_train_image_18815.png
2,resized_train_data/isbi2025_ps3c_train_image_06310.png
0,resized_train_data/isbi2025_ps3c_train_image_68576.png
0,resized_train_data/isbi2025_ps3c_train_image_38526.png
2,resized_train_data/isbi2025_ps3c_train_image_17080.png
0,resized_train_data/isbi2025_ps3c_train_image_58034.png
0,resized_train_data/isbi2025_ps3c_train_image_37985.png
3,resized_train_data/isbi2025_ps3c_train_image_02011.png
0,resized_train_data/isbi2025_ps3c_train_image_46017.png
1,resized_train_data/isbi2025_ps3c_train_image_84002.png
2,resized_train_data/isbi2025_ps3c_train_image_05598.png
0,resized_train_data/isbi2025_ps3c_train_image_78470.png
0,resized_train_data/isbi2025_ps3c_train_image_54942.png
0,resized_train_data/isbi2025_ps3c_train_image_44854.png
3,resized_train_data/isbi2025_ps3c_train_image_02671.png
0,resized_train_data/isbi2025_ps3c_train_image_53992.png
3,resized_train_data/isbi2025_ps3c_train_image_00510.png
0,resized_train_data/isbi2025_ps3c_train_image_58847.png
0,resized_train_data/isbi2025_ps3c_train_image_81378.png
2,resized_train_data/isbi2025_ps3c_train_image_05122.png
0,resized_train_data/isbi2025_ps3c_train_image_65615.png
2,resized_train_data/isbi2025_ps3c_train_image_11095.png
3,resized_train_data/isbi2025_ps3c_train_image_03049.png
2,resized_train_data/isbi2025_ps3c_train_image_21991.png
0,resized_train_data/isbi2025_ps3c_train_image_35601.png
0,resized_train_data/isbi2025_ps3c_train_image_54023.png
0,resized_train_data/isbi2025_ps3c_train_image_34861.png
0,resized_train_data/isbi2025_ps3c_train_image_56159.png
0,resized_train_data/isbi2025_ps3c_train_image_51754.png
0,resized_train_data/isbi2025_ps3c_train_image_42615.png
2,resized_train_data/isbi2025_ps3c_train_image_26739.png
0,resized_train_data/isbi2025_ps3c_train_image_57271.png
0,resized_train_data/isbi2025_ps3c_train_image_38232.png
2,resized_train_data/isbi2025_ps3c_train_image_11458.png
0,resized_train_data/isbi2025_ps3c_train_image_66700.png
0,resized_train_data/isbi2025_ps3c_train_image_62046.png
0,resized_train_data/isbi2025_ps3c_train_image_57368.png
0,resized_train_data/isbi2025_ps3c_train_image_54060.png
2,resized_train_data/isbi2025_ps3c_train_image_28301.png
2,resized_train_data/isbi2025_ps3c_train_image_04793.png
0,resized_train_data/isbi2025_ps3c_train_image_34497.png
2,resized_train_data/isbi2025_ps3c_train_image_16982.png
0,resized_train_data/isbi2025_ps3c_train_image_69096.png
2,resized_train_data/isbi2025_ps3c_train_image_14277.png
2,resized_train_data/isbi2025_ps3c_train_image_15213.png
0,resized_train_data/isbi2025_ps3c_train_image_46948.png
2,resized_train_data/isbi2025_ps3c_train_image_06913.png
2,resized_train_data/isbi2025_ps3c_train_image_31981.png
0,resized_train_data/isbi2025_ps3c_train_image_55379.png
0,resized_train_data/isbi2025_ps3c_train_image_81036.png
0,resized_train_data/isbi2025_ps3c_train_image_34990.png
2,resized_train_data/isbi2025_ps3c_train_image_09687.png
1,resized_train_data/isbi2025_ps3c_train_image_85002.png
0,resized_train_data/isbi2025_ps3c_train_image_45443.png
3,resized_train_data/isbi2025_ps3c_train_image_02544.png
2,resized_train_data/isbi2025_ps3c_train_image_20973.png
2,resized_train_data/isbi2025_ps3c_train_image_13107.png
0,resized_train_data/isbi2025_ps3c_train_image_74434.png
0,resized_train_data/isbi2025_ps3c_train_image_62829.png
0,resized_train_data/isbi2025_ps3c_train_image_61510.png
0,resized_train_data/isbi2025_ps3c_train_image_71029.png
0,resized_train_data/isbi2025_ps3c_train_image_76192.png
0,resized_train_data/isbi2025_ps3c_train_image_57071.png
2,resized_train_data/isbi2025_ps3c_train_image_21752.png
0,resized_train_data/isbi2025_ps3c_train_image_62501.png
0,resized_train_data/isbi2025_ps3c_train_image_47232.png
0,resized_train_data/isbi2025_ps3c_train_image_38513.png
0,resized_train_data/isbi2025_ps3c_train_image_48232.png
0,resized_train_data/isbi2025_ps3c_train_image_61900.png
0,resized_train_data/isbi2025_ps3c_train_image_70780.png
0,resized_train_data/isbi2025_ps3c_train_image_64031.png
2,resized_train_data/isbi2025_ps3c_train_image_26465.png
0,resized_train_data/isbi2025_ps3c_train_image_74465.png
2,resized_train_data/isbi2025_ps3c_train_image_30497.png
0,resized_train_data/isbi2025_ps3c_train_image_59651.png
0,resized_train_data/isbi2025_ps3c_train_image_32442.png
2,resized_train_data/isbi2025_ps3c_train_image_12874.png
0,resized_train_data/isbi2025_ps3c_train_image_61593.png
2,resized_train_data/isbi2025_ps3c_train_image_04426.png
2,resized_train_data/isbi2025_ps3c_train_image_19762.png
1,resized_train_data/isbi2025_ps3c_train_image_83245.png
2,resized_train_data/isbi2025_ps3c_train_image_06777.png
0,resized_train_data/isbi2025_ps3c_train_image_80612.png
0,resized_train_data/isbi2025_ps3c_train_image_81964.png
0,resized_train_data/isbi2025_ps3c_train_image_34677.png
2,resized_train_data/isbi2025_ps3c_train_image_10316.png
2,resized_train_data/isbi2025_ps3c_train_image_04388.png
0,resized_train_data/isbi2025_ps3c_train_image_49564.png
0,resized_train_data/isbi2025_ps3c_train_image_37812.png
0,resized_train_data/isbi2025_ps3c_train_image_41009.png
0,resized_train_data/isbi2025_ps3c_train_image_46689.png
0,resized_train_data/isbi2025_ps3c_train_image_41880.png
0,resized_train_data/isbi2025_ps3c_train_image_58274.png
1,resized_train_data/isbi2025_ps3c_train_image_83221.png
0,resized_train_data/isbi2025_ps3c_train_image_82239.png
2,resized_train_data/isbi2025_ps3c_train_image_19893.png
2,resized_train_data/isbi2025_ps3c_train_image_30869.png
2,resized_train_data/isbi2025_ps3c_train_image_04742.png
0,resized_train_data/isbi2025_ps3c_train_image_36615.png
0,resized_train_data/isbi2025_ps3c_train_image_65178.png
0,resized_train_data/isbi2025_ps3c_train_image_39615.png
3,resized_train_data/isbi2025_ps3c_train_image_02613.png
0,resized_train_data/isbi2025_ps3c_train_image_53146.png
0,resized_train_data/isbi2025_ps3c_train_image_50485.png
0,resized_train_data/isbi2025_ps3c_train_image_50905.png
0,resized_train_data/isbi2025_ps3c_train_image_80206.png
0,resized_train_data/isbi2025_ps3c_train_image_51391.png
0,resized_train_data/isbi2025_ps3c_train_image_35797.png
0,resized_train_data/isbi2025_ps3c_train_image_56763.png
0,resized_train_data/isbi2025_ps3c_train_image_55582.png
0,resized_train_data/isbi2025_ps3c_train_image_50106.png
0,resized_train_data/isbi2025_ps3c_train_image_66417.png
2,resized_train_data/isbi2025_ps3c_train_image_13531.png
2,resized_train_data/isbi2025_ps3c_train_image_19808.png
0,resized_train_data/isbi2025_ps3c_train_image_61957.png
0,resized_train_data/isbi2025_ps3c_train_image_35376.png
0,resized_train_data/isbi2025_ps3c_train_image_58573.png
3,resized_train_data/isbi2025_ps3c_train_image_00915.png
0,resized_train_data/isbi2025_ps3c_train_image_42478.png
0,resized_train_data/isbi2025_ps3c_train_image_77335.png
0,resized_train_data/isbi2025_ps3c_train_image_48894.png
2,resized_train_data/isbi2025_ps3c_train_image_30423.png
0,resized_train_data/isbi2025_ps3c_train_image_46457.png
2,resized_train_data/isbi2025_ps3c_train_image_10187.png
3,resized_train_data/isbi2025_ps3c_train_image_01627.png
0,resized_train_data/isbi2025_ps3c_train_image_63807.png
2,resized_train_data/isbi2025_ps3c_train_image_28191.png
2,resized_train_data/isbi2025_ps3c_train_image_25456.png
2,resized_train_data/isbi2025_ps3c_train_image_07925.png
0,resized_train_data/isbi2025_ps3c_train_image_68635.png
0,resized_train_data/isbi2025_ps3c_train_image_42771.png
0,resized_train_data/isbi2025_ps3c_train_image_71088.png
2,resized_train_data/isbi2025_ps3c_train_image_23723.png
0,resized_train_data/isbi2025_ps3c_train_image_49286.png
0,resized_train_data/isbi2025_ps3c_train_image_36279.png
0,resized_train_data/isbi2025_ps3c_train_image_42092.png
0,resized_train_data/isbi2025_ps3c_train_image_61496.png
2,resized_train_data/isbi2025_ps3c_train_image_04002.png
2,resized_train_data/isbi2025_ps3c_train_image_16474.png
0,resized_train_data/isbi2025_ps3c_train_image_79624.png
0,resized_train_data/isbi2025_ps3c_train_image_39331.png
2,resized_train_data/isbi2025_ps3c_train_image_06503.png
2,resized_train_data/isbi2025_ps3c_train_image_04341.png
0,resized_train_data/isbi2025_ps3c_train_image_46514.png
2,resized_train_data/isbi2025_ps3c_train_image_31266.png
2,resized_train_data/isbi2025_ps3c_train_image_12863.png
2,resized_train_data/isbi2025_ps3c_train_image_09657.png
0,resized_train_data/isbi2025_ps3c_train_image_32476.png
2,resized_train_data/isbi2025_ps3c_train_image_28961.png
0,resized_train_data/isbi2025_ps3c_train_image_72588.png
2,resized_train_data/isbi2025_ps3c_train_image_11113.png
2,resized_train_data/isbi2025_ps3c_train_image_05523.png
0,resized_train_data/isbi2025_ps3c_train_image_47745.png
2,resized_train_data/isbi2025_ps3c_train_image_19468.png
1,resized_train_data/isbi2025_ps3c_train_image_84368.png
0,resized_train_data/isbi2025_ps3c_train_image_43040.png
0,resized_train_data/isbi2025_ps3c_train_image_42705.png
2,resized_train_data/isbi2025_ps3c_train_image_25137.png
0,resized_train_data/isbi2025_ps3c_train_image_68026.png
2,resized_train_data/isbi2025_ps3c_train_image_31415.png
0,resized_train_data/isbi2025_ps3c_train_image_41252.png
0,resized_train_data/isbi2025_ps3c_train_image_45082.png
0,resized_train_data/isbi2025_ps3c_train_image_49217.png
2,resized_train_data/isbi2025_ps3c_train_image_09526.png
3,resized_train_data/isbi2025_ps3c_train_image_00291.png
0,resized_train_data/isbi2025_ps3c_train_image_50925.png
3,resized_train_data/isbi2025_ps3c_train_image_02478.png
2,resized_train_data/isbi2025_ps3c_train_image_26144.png
1,resized_train_data/isbi2025_ps3c_train_image_84527.png
0,resized_train_data/isbi2025_ps3c_train_image_53887.png
0,resized_train_data/isbi2025_ps3c_train_image_51761.png
0,resized_train_data/isbi2025_ps3c_train_image_40499.png
2,resized_train_data/isbi2025_ps3c_train_image_22150.png
1,resized_train_data/isbi2025_ps3c_train_image_84454.png
2,resized_train_data/isbi2025_ps3c_train_image_13826.png
2,resized_train_data/isbi2025_ps3c_train_image_28922.png
0,resized_train_data/isbi2025_ps3c_train_image_69061.png
2,resized_train_data/isbi2025_ps3c_train_image_03529.png
2,resized_train_data/isbi2025_ps3c_train_image_21556.png
0,resized_train_data/isbi2025_ps3c_train_image_35796.png
1,resized_train_data/isbi2025_ps3c_train_image_84824.png
0,resized_train_data/isbi2025_ps3c_train_image_46697.png
2,resized_train_data/isbi2025_ps3c_train_image_05314.png
2,resized_train_data/isbi2025_ps3c_train_image_13347.png
0,resized_train_data/isbi2025_ps3c_train_image_78666.png
2,resized_train_data/isbi2025_ps3c_train_image_13995.png
2,resized_train_data/isbi2025_ps3c_train_image_15579.png
0,resized_train_data/isbi2025_ps3c_train_image_80716.png
0,resized_train_data/isbi2025_ps3c_train_image_76816.png
2,resized_train_data/isbi2025_ps3c_train_image_29831.png
3,resized_train_data/isbi2025_ps3c_train_image_01576.png
2,resized_train_data/isbi2025_ps3c_train_image_14457.png
2,resized_train_data/isbi2025_ps3c_train_image_25124.png
2,resized_train_data/isbi2025_ps3c_train_image_07268.png
0,resized_train_data/isbi2025_ps3c_train_image_80581.png
0,resized_train_data/isbi2025_ps3c_train_image_34171.png
0,resized_train_data/isbi2025_ps3c_train_image_57298.png
3,resized_train_data/isbi2025_ps3c_train_image_02121.png
2,resized_train_data/isbi2025_ps3c_train_image_11096.png
0,resized_train_data/isbi2025_ps3c_train_image_35918.png
2,resized_train_data/isbi2025_ps3c_train_image_04332.png
2,resized_train_data/isbi2025_ps3c_train_image_26149.png
0,resized_train_data/isbi2025_ps3c_train_image_43922.png
0,resized_train_data/isbi2025_ps3c_train_image_46918.png
2,resized_train_data/isbi2025_ps3c_train_image_29221.png
2,resized_train_data/isbi2025_ps3c_train_image_18790.png
2,resized_train_data/isbi2025_ps3c_train_image_25128.png
0,resized_train_data/isbi2025_ps3c_train_image_34396.png
2,resized_train_data/isbi2025_ps3c_train_image_27080.png
2,resized_train_data/isbi2025_ps3c_train_image_08380.png
2,resized_train_data/isbi2025_ps3c_train_image_04963.png
0,resized_train_data/isbi2025_ps3c_train_image_75564.png
0,resized_train_data/isbi2025_ps3c_train_image_32487.png
0,resized_train_data/isbi2025_ps3c_train_image_82351.png
1,resized_train_data/isbi2025_ps3c_train_image_84536.png
0,resized_train_data/isbi2025_ps3c_train_image_43381.png
2,resized_train_data/isbi2025_ps3c_train_image_05553.png
2,resized_train_data/isbi2025_ps3c_train_image_04542.png
0,resized_train_data/isbi2025_ps3c_train_image_75225.png
1,resized_train_data/isbi2025_ps3c_train_image_84599.png
0,resized_train_data/isbi2025_ps3c_train_image_36030.png
0,resized_train_data/isbi2025_ps3c_train_image_44160.png
0,resized_train_data/isbi2025_ps3c_train_image_80724.png
3,resized_train_data/isbi2025_ps3c_train_image_01330.png
0,resized_train_data/isbi2025_ps3c_train_image_50814.png
0,resized_train_data/isbi2025_ps3c_train_image_68519.png
0,resized_train_data/isbi2025_ps3c_train_image_77746.png
2,resized_train_data/isbi2025_ps3c_train_image_08940.png
2,resized_train_data/isbi2025_ps3c_train_image_28981.png
0,resized_train_data/isbi2025_ps3c_train_image_52875.png
2,resized_train_data/isbi2025_ps3c_train_image_20946.png
0,resized_train_data/isbi2025_ps3c_train_image_53603.png
0,resized_train_data/isbi2025_ps3c_train_image_63104.png
2,resized_train_data/isbi2025_ps3c_train_image_21744.png
0,resized_train_data/isbi2025_ps3c_train_image_68342.png
0,resized_train_data/isbi2025_ps3c_train_image_36510.png
0,resized_train_data/isbi2025_ps3c_train_image_51462.png
3,resized_train_data/isbi2025_ps3c_train_image_02250.png
0,resized_train_data/isbi2025_ps3c_train_image_52171.png
0,resized_train_data/isbi2025_ps3c_train_image_49189.png
0,resized_train_data/isbi2025_ps3c_train_image_48781.png
0,resized_train_data/isbi2025_ps3c_train_image_63915.png
0,resized_train_data/isbi2025_ps3c_train_image_66068.png
3,resized_train_data/isbi2025_ps3c_train_image_02457.png
2,resized_train_data/isbi2025_ps3c_train_image_04339.png
3,resized_train_data/isbi2025_ps3c_train_image_02261.png
2,resized_train_data/isbi2025_ps3c_train_image_08585.png
0,resized_train_data/isbi2025_ps3c_train_image_76763.png
2,resized_train_data/isbi2025_ps3c_train_image_29969.png
0,resized_train_data/isbi2025_ps3c_train_image_50633.png
0,resized_train_data/isbi2025_ps3c_train_image_79389.png
0,resized_train_data/isbi2025_ps3c_train_image_71706.png
0,resized_train_data/isbi2025_ps3c_train_image_33479.png
2,resized_train_data/isbi2025_ps3c_train_image_25791.png
2,resized_train_data/isbi2025_ps3c_train_image_08873.png
2,resized_train_data/isbi2025_ps3c_train_image_25412.png
0,resized_train_data/isbi2025_ps3c_train_image_39707.png
2,resized_train_data/isbi2025_ps3c_train_image_22207.png
3,resized_train_data/isbi2025_ps3c_train_image_01686.png
2,resized_train_data/isbi2025_ps3c_train_image_22464.png
2,resized_train_data/isbi2025_ps3c_train_image_22008.png
0,resized_train_data/isbi2025_ps3c_train_image_68408.png
0,resized_train_data/isbi2025_ps3c_train_image_39143.png
0,resized_train_data/isbi2025_ps3c_train_image_75950.png
0,resized_train_data/isbi2025_ps3c_train_image_51800.png
3,resized_train_data/isbi2025_ps3c_train_image_01912.png
0,resized_train_data/isbi2025_ps3c_train_image_61641.png
0,resized_train_data/isbi2025_ps3c_train_image_77605.png
2,resized_train_data/isbi2025_ps3c_train_image_15097.png
0,resized_train_data/isbi2025_ps3c_train_image_44827.png
2,resized_train_data/isbi2025_ps3c_train_image_21558.png
0,resized_train_data/isbi2025_ps3c_train_image_50937.png
0,resized_train_data/isbi2025_ps3c_train_image_38658.png
2,resized_train_data/isbi2025_ps3c_train_image_15957.png
2,resized_train_data/isbi2025_ps3c_train_image_19706.png
2,resized_train_data/isbi2025_ps3c_train_image_05055.png
0,resized_train_data/isbi2025_ps3c_train_image_75439.png
2,resized_train_data/isbi2025_ps3c_train_image_21207.png
2,resized_train_data/isbi2025_ps3c_train_image_06365.png
0,resized_train_data/isbi2025_ps3c_train_image_34671.png
0,resized_train_data/isbi2025_ps3c_train_image_71266.png
0,resized_train_data/isbi2025_ps3c_train_image_33077.png
0,resized_train_data/isbi2025_ps3c_train_image_76873.png
3,resized_train_data/isbi2025_ps3c_train_image_03334.png
0,resized_train_data/isbi2025_ps3c_train_image_66617.png
2,resized_train_data/isbi2025_ps3c_train_image_21645.png
2,resized_train_data/isbi2025_ps3c_train_image_17405.png
0,resized_train_data/isbi2025_ps3c_train_image_57798.png
0,resized_train_data/isbi2025_ps3c_train_image_55163.png
2,resized_train_data/isbi2025_ps3c_train_image_12318.png
2,resized_train_data/isbi2025_ps3c_train_image_26016.png
0,resized_train_data/isbi2025_ps3c_train_image_82315.png
2,resized_train_data/isbi2025_ps3c_train_image_30892.png
2,resized_train_data/isbi2025_ps3c_train_image_04279.png
0,resized_train_data/isbi2025_ps3c_train_image_44799.png
0,resized_train_data/isbi2025_ps3c_train_image_66261.png
0,resized_train_data/isbi2025_ps3c_train_image_33346.png
0,resized_train_data/isbi2025_ps3c_train_image_55077.png
0,resized_train_data/isbi2025_ps3c_train_image_36547.png
0,resized_train_data/isbi2025_ps3c_train_image_70225.png
2,resized_train_data/isbi2025_ps3c_train_image_10225.png
0,resized_train_data/isbi2025_ps3c_train_image_66149.png
2,resized_train_data/isbi2025_ps3c_train_image_21999.png
2,resized_train_data/isbi2025_ps3c_train_image_09624.png
2,resized_train_data/isbi2025_ps3c_train_image_06071.png
2,resized_train_data/isbi2025_ps3c_train_image_21376.png
2,resized_train_data/isbi2025_ps3c_train_image_09544.png
0,resized_train_data/isbi2025_ps3c_train_image_51837.png
2,resized_train_data/isbi2025_ps3c_train_image_22333.png
2,resized_train_data/isbi2025_ps3c_train_image_16242.png
2,resized_train_data/isbi2025_ps3c_train_image_21893.png
0,resized_train_data/isbi2025_ps3c_train_image_41801.png
0,resized_train_data/isbi2025_ps3c_train_image_47235.png
2,resized_train_data/isbi2025_ps3c_train_image_14349.png
0,resized_train_data/isbi2025_ps3c_train_image_74596.png
0,resized_train_data/isbi2025_ps3c_train_image_62393.png
2,resized_train_data/isbi2025_ps3c_train_image_24157.png
0,resized_train_data/isbi2025_ps3c_train_image_82107.png
2,resized_train_data/isbi2025_ps3c_train_image_10542.png
2,resized_train_data/isbi2025_ps3c_train_image_15448.png
0,resized_train_data/isbi2025_ps3c_train_image_51129.png
1,resized_train_data/isbi2025_ps3c_train_image_83925.png
0,resized_train_data/isbi2025_ps3c_train_image_33016.png
2,resized_train_data/isbi2025_ps3c_train_image_06823.png
1,resized_train_data/isbi2025_ps3c_train_image_84382.png
0,resized_train_data/isbi2025_ps3c_train_image_72639.png
2,resized_train_data/isbi2025_ps3c_train_image_28407.png
3,resized_train_data/isbi2025_ps3c_train_image_02333.png
0,resized_train_data/isbi2025_ps3c_train_image_66172.png
1,resized_train_data/isbi2025_ps3c_train_image_82924.png
0,resized_train_data/isbi2025_ps3c_train_image_45015.png
0,resized_train_data/isbi2025_ps3c_train_image_67586.png
2,resized_train_data/isbi2025_ps3c_train_image_16666.png
2,resized_train_data/isbi2025_ps3c_train_image_04736.png
0,resized_train_data/isbi2025_ps3c_train_image_37699.png
2,resized_train_data/isbi2025_ps3c_train_image_08568.png
0,resized_train_data/isbi2025_ps3c_train_image_69181.png
0,resized_train_data/isbi2025_ps3c_train_image_37274.png
0,resized_train_data/isbi2025_ps3c_train_image_52836.png
0,resized_train_data/isbi2025_ps3c_train_image_44969.png
2,resized_train_data/isbi2025_ps3c_train_image_13814.png
0,resized_train_data/isbi2025_ps3c_train_image_42842.png
0,resized_train_data/isbi2025_ps3c_train_image_61487.png
3,resized_train_data/isbi2025_ps3c_train_image_02673.png
2,resized_train_data/isbi2025_ps3c_train_image_31407.png
0,resized_train_data/isbi2025_ps3c_train_image_64183.png
2,resized_train_data/isbi2025_ps3c_train_image_17747.png
0,resized_train_data/isbi2025_ps3c_train_image_37591.png
2,resized_train_data/isbi2025_ps3c_train_image_30724.png
0,resized_train_data/isbi2025_ps3c_train_image_52703.png
0,resized_train_data/isbi2025_ps3c_train_image_61542.png
0,resized_train_data/isbi2025_ps3c_train_image_51806.png
0,resized_train_data/isbi2025_ps3c_train_image_40369.png
0,resized_train_data/isbi2025_ps3c_train_image_67728.png
3,resized_train_data/isbi2025_ps3c_train_image_02817.png
0,resized_train_data/isbi2025_ps3c_train_image_61390.png
0,resized_train_data/isbi2025_ps3c_train_image_62758.png
2,resized_train_data/isbi2025_ps3c_train_image_08322.png
